overall_accuracy,easy_accuracy,medium_accuracy,hard_accuracy,avg_time_taken,avg_quality_score,total_hints_used,hard_questions_attempted,label,claimed_experience_years,claimed_skill_count
0.735138108037519,1.0,0.9023620333930946,0.8483370656004865,29.66229355769122,0.9040234749952945,0.5333031106280294,4,Expert,6,4
0.8754125756816031,1.0,1.0,0.6675906328627851,15.892986596416204,0.908074646116376,0.2459796993245832,3,Expert,7,2
0.8987490577922496,0.892593335259777,0.745006679801926,0.4862847790356892,30.85605641809781,0.5088227683756209,0.0,1,Advanced,0,4
0.7276543640716823,0.861518088315279,0.5043489092623118,0.0743265111833525,43.43630550854493,0.6855575812763703,1.44941259856657,1,Intermediate,9,3
0.2912299780518549,0.7362902039838166,0.2546628381656729,0.0722860731609444,45.209778327979386,0.3504874689908152,3.637448846154224,1,Beginner,8,3
0.949492850756783,0.9518460039562476,0.793622504224446,0.7299166782732807,16.594777566881145,0.7636284901713517,0.0,3,Expert,8,2
0.8738192160881808,1.0,1.0,0.7718676812005021,22.249395549470844,0.8837088060999765,0.1373812128236265,2,Expert,3,4
0.6287109365458143,0.9437833589575548,0.8235118477332763,0.6556241212314574,21.56398905599621,0.5323422370413691,0.9348382916170316,3,Advanced,2,4
0.6968543097693205,1.0,0.754431686258044,0.3424802644049547,15.063150801573352,0.5119293116124405,1.5728395246751894,2,Advanced,2,2
0.3309638195553573,0.4446519370761282,0.0,0.0110953672741335,44.1932617377252,0.5651894870369825,3.195411782209329,2,Beginner,3,3
0.8836142548843898,1.0,0.8318868631055374,0.623831779891109,9.806197831215664,0.851173793005921,0.0,3,Expert,10,3
0.9689249041833284,1.0,1.0,0.9007866944592032,18.281204635124077,0.8967775131413859,0.0,3,Expert,1,4
0.7738576110050471,0.907608422613908,0.7774103553975721,0.557922446428729,3.0,1.0,0.8964860741782326,3,Advanced,5,4
0.8367181814112012,0.7934047590627908,0.8459414850638174,0.9626579565700276,9.91626612668153,0.691035665435836,0.4944623069126915,4,Advanced,8,4
0.8869532301827638,0.9494388440554992,0.952389782937526,0.5255146956636589,19.186276854332693,0.7818795525581961,0.0,1,Expert,5,4
0.6622130513227341,0.9411228005190648,0.5348833126081021,0.4080489094863257,37.74152818078785,0.5948564288848698,1.7820878908348798,4,Intermediate,6,3
0.5848822240944469,0.9382524648112716,0.6236401469515634,0.3199053768516694,21.060981271556976,0.5596899228730279,0.7658265319490878,2,Advanced,9,4
0.8893826363834699,1.0,0.8396042048639766,0.5866269517007229,21.266812635533096,0.7920263433592953,0.0,3,Expert,3,3
0.2026400143013003,0.4610200333264274,0.4727378180100776,0.0,25.16188300062481,0.2270708803951429,3.630340064211879,1,Beginner,1,4
0.8320599294997656,1.0,0.7936734348795036,0.682501430138496,10.287559650930948,0.805565707824544,0.0,4,Advanced,9,4
0.4339036078033865,0.9079027472918836,0.275794049865559,0.0230139870345195,42.86995178388718,0.3922885150452841,0.4039925917391729,1,Beginner,5,3
0.8985156344937852,0.9342082915840088,0.8024610276819601,0.6365710437177802,25.23864421189582,0.6842510022857627,0.4789835865340699,3,Advanced,3,3
0.3127419228564867,0.5570665575238996,0.2215114238466614,0.0,53.693417137147165,0.3786761062929129,0.7583915702710402,3,Beginner,7,3
0.8148565837966035,0.8772686201481948,0.6990247816286423,0.4505262612745129,32.796210207359,0.7174384297115328,1.2958080434153942,4,Advanced,8,3
0.1411396413166621,0.6026001943726961,0.2317292163919999,0.0125259441680433,75.16389168600772,0.3823474311115366,4.089147542169502,4,Beginner,8,2
0.4908557262610719,0.8023115976966722,0.7823088337694293,0.1437816270922613,43.66642050759749,0.2784285552331359,1.3287672559076735,3,Intermediate,5,2
0.940842768864227,1.0,0.918398637597526,0.947310399464542,11.360217784161804,0.7460042948019715,0.0,2,Expert,3,4
0.798628273508814,0.9661960492672018,0.9239840027617552,0.7362011607859984,6.244466362242523,0.8770141296760211,0.0044709026602165,2,Expert,5,3
0.2536111889657954,0.6826787593052541,0.3093263659543762,0.0,34.13486220887698,0.212741797619663,2.4517956088286623,2,Beginner,5,2
0.1589584397310253,0.6452328460219355,0.4023272824724394,0.0,44.88143226940146,0.3410763597462684,2.5488531227298976,4,Beginner,1,2
0.3885434682480527,0.8274432978931395,0.5956225669279266,0.0293609006955966,22.70885198769364,0.4858818403148272,2.003650287524054,2,Intermediate,9,3
0.5139630090116425,0.945880665601096,0.7347969104897534,0.1904368602514027,32.47137225107885,0.4506419491927675,1.2441768657574177,4,Intermediate,5,2
0.902475943004321,0.994048601722042,0.874042643971573,1.0,8.750767043663101,0.9365114361345868,0.756012448279562,4,Expert,6,4
0.4529571057508584,0.5713043512677577,0.0586470514993117,0.0,31.208215709975832,0.3745741116080646,3.213638604105848,2,Beginner,1,2
0.4172997781417459,0.8565532580830051,0.5672697051261715,0.3416623802810409,36.63922739615241,0.6842591552501577,1.5079940295488137,3,Intermediate,5,2
0.4272726551932229,0.2924741848453466,0.2426922397104823,0.0,26.71780409364558,0.1682771449606873,2.498814838948782,1,Beginner,9,3
0.8887944021645386,0.9835363011310868,1.0,0.6932910390189022,16.573663824087003,0.9376037928397852,0.0,2,Expert,10,4
0.8606052316722803,0.9997886037839354,0.9769785044905638,0.7182998651594553,22.147295700277315,0.8149802431163407,0.3277151696566628,4,Expert,4,3
0.8840319372799053,0.9774299548759956,0.896490648202113,0.5904374520890218,19.71450788737206,0.868061353185601,0.2647571482699098,4,Expert,4,3
0.3112998914443272,0.9040609502947076,0.8680121156576184,0.4084340387870092,31.91218537681193,0.5013267960045419,2.3877062567839134,3,Intermediate,5,4
0.774710256483042,1.0,0.7614157058415287,0.3096221366978843,28.24851658511045,0.6808051999718635,0.3907555494246681,2,Advanced,3,4
0.955976589933974,0.9405625649067813,1.0,0.7508335117298109,7.592035686537265,0.640085712508885,0.0316684130783244,4,Advanced,8,3
0.9586497344207696,0.9987355955886192,0.8363054224215529,0.5272705746736313,24.654651616771037,0.8362577262188621,0.1991163266967945,1,Expert,0,3
0.2624855676351606,0.5378290401246212,0.3450865566600614,0.0502394632959964,50.10314965302507,0.4005118863303284,2.437737805653585,3,Beginner,7,2
0.8163215440256495,0.8110665179166974,0.9469555229119766,0.1718029141658978,33.433448919249784,0.6133698450291645,1.234232600620108,1,Advanced,4,4
0.360319217689715,0.4808934687451719,0.0850512481233488,0.0687438688301518,47.26382290209744,0.3868922956981399,6.278795649626438,3,Beginner,6,4
0.3657269391255373,0.6548211708964251,0.7268280519051302,0.1181028459875831,34.39103205072804,0.4453496805413787,2.457251194373488,4,Beginner,9,2
0.8583730780607375,0.9021303636962804,0.8028892887780694,0.251315748764766,23.187801736945207,0.8204307342748951,0.1955290506046986,2,Advanced,10,2
0.9146493075483834,0.979274311612304,0.896397706834912,0.4640262688217976,17.92202136831283,0.7984783478682138,0.6198685772203999,1,Advanced,3,4
0.5089946815257956,0.5933345748443468,0.4435845643481761,0.08287860615207,56.73838238572739,0.1648654507043137,3.785926431289006,1,Beginner,5,4
0.4749251072318325,0.9575722967494192,0.6035134435462537,0.1543283288380209,40.35753225494225,0.4909861628367303,1.5125785023518332,1,Intermediate,4,2
0.8084917999746705,1.0,0.5884297286919286,0.7139005769046086,21.87904679953709,0.8077793171765841,0.0,1,Advanced,1,3
0.5694303240742082,0.9539369044918552,0.3870948170448779,0.2263550684247275,50.47915638341889,0.2398082754594207,1.6796466807800536,2,Intermediate,3,3
0.8162884960209925,0.994096960335474,0.914748276411234,0.9353984210078884,22.914143744201976,0.916565193134149,0.0,1,Expert,5,4
0.519539492664936,0.9244333588749676,0.6662843780276072,0.249111664279631,31.93232353942645,0.4463704837168197,0.1322461012029407,2,Intermediate,10,4
0.2434239375519616,0.5462974967888357,0.3705377529067902,0.1876615864932787,24.2672772693444,0.3589241202389878,1.4391840912636984,3,Beginner,3,4
0.9264282797496096,1.0,0.9580401866521506,0.7012601227867982,29.91777801768298,0.8432097747410382,0.2262637059017108,2,Expert,10,3
0.1889389800354911,0.5389584376841161,0.1622688797600499,0.0462730183728528,49.18296426970858,0.1488160575564683,4.086424016184342,1,Beginner,2,3
0.8724691437084499,1.0,0.867073689246115,1.0,21.90563711786858,0.8154309183486943,0.1283534480102719,3,Expert,8,3
0.740320459715184,0.8721982777676272,0.75755805417895,0.296109366530438,54.52881607357623,0.4911436674042417,3.890222710651804,1,Intermediate,7,2
0.6888533127435852,0.9882323914559156,0.9470617779061772,0.849793481309751,25.698845690674915,0.8631793798581258,0.0503032562127552,3,Expert,8,4
0.930688364236766,1.0,0.703221620577524,0.7314562138727265,21.40082507250745,1.0,0.6059372849747492,4,Expert,6,3
0.6302266411908084,0.962309463044154,0.5432507188535491,0.0,43.471636960385794,0.2510168177870468,1.8087992768481655,3,Intermediate,5,2
0.6014758469352639,0.8157155347090163,0.6219535795896296,0.2480674270769056,47.25059385202969,0.4177481693202472,1.5412060667816196,1,Intermediate,2,2
0.9519350943796252,1.0,0.9959116384866804,0.6887477099951316,27.43489850154463,0.8405134198937546,0.2960503964615539,1,Expert,0,3
0.531446708965611,0.7311119846402394,0.4445867560268194,0.0838871172526925,29.71390566982408,0.6983756497284683,2.1619475894305165,4,Intermediate,4,4
0.1709472997432409,0.6080186868926211,0.2321246744008119,0.1435630517835107,42.320172464791646,0.1958792158281501,2.2400959560431954,4,Beginner,5,2
0.9592715370933744,1.0,0.9630023862555156,0.7910383666529215,13.804986664496123,0.8148024554667184,0.486971658028501,1,Expert,9,4
0.8135028493429528,0.9641236455657666,0.9311383937327682,0.6105857998963532,5.501572104606714,0.9308428792747208,0.3053495208605934,2,Expert,3,4
0.8926912271205029,1.0,0.9039091057726704,0.7595700436824032,8.30146057366434,0.9407805578414514,0.0,4,Expert,10,4
0.7877683723195074,1.0,0.852504532177625,0.5659944832500785,19.90684074622857,0.8532960491750375,0.3514567316276102,3,Expert,6,4
0.8184954556655009,0.9661737041746168,0.7930934405040898,0.4297344215720603,16.052460126319005,0.8073255494439313,0.0,4,Advanced,6,3
0.329139475988646,0.490563420879653,0.3066956496992047,0.0862030735183673,49.81274469486911,0.3357901186392665,5.366652307397829,4,Beginner,3,3
0.9326673758656536,0.9606268344339844,0.9541559688631348,0.9159687181218544,13.989438458253776,0.8024837635460642,0.0,3,Expert,10,3
0.4655189086984209,0.6408967895148193,0.1657775459825674,0.1058253471200003,46.65919683868017,0.300200977013173,5.2094303582843615,4,Beginner,4,2
0.8870744507474978,0.9521190614348064,0.7596650476848388,0.1654721712066236,29.52254122702193,0.7993530130659654,0.0,3,Advanced,3,2
0.983968812887808,1.0,0.9807467017166775,0.987378096361234,24.13419433810496,1.0,0.6552560902873802,2,Expert,10,4
0.7505323006627107,1.0,0.8900241349935584,0.5552795052648359,24.34369318113413,0.6451150272144948,0.5530540849750469,4,Advanced,5,3
0.3813389260289789,0.4331382792024872,0.4286714429633297,0.071019938011771,52.20215105087416,0.038312101953871,4.391157722337271,2,Beginner,7,4
0.8098834172656069,0.9510154003280202,0.6806078667420405,0.5408371432422927,35.12813705195373,0.7716863107763982,0.6167146187433514,3,Advanced,9,3
0.9322595592409768,0.9919717897594262,0.9726976229613672,1.0,16.949712499014286,1.0,0.0,2,Expert,5,4
0.5498656333602532,0.6264964502101333,0.6036047458233511,0.4916896688390342,53.91104346254468,0.7746431433134848,0.4802398146185365,3,Intermediate,2,2
0.7671113898531271,0.9712857297292452,0.8482838418103787,0.5022250037429467,9.589270034986058,0.6456055603328579,0.2148853293770609,2,Advanced,1,3
0.5134827796612249,0.8286144399006086,0.4034130653302216,0.3525766021430307,25.801754636253555,0.5524657726572588,1.4286839328740653,2,Intermediate,1,2
0.345726711657189,0.3952887521697651,0.2116251892988765,0.0,58.86536635781151,0.3051917811277883,2.5758063762786447,3,Beginner,9,4
0.2854804907716373,0.681389169493794,0.1066562248897903,0.0850009798895896,26.37366706682411,0.2693897123341726,3.164471631861013,1,Beginner,7,4
0.7572901943953722,0.8037660294478712,0.5461541409478489,0.139582558834064,23.666925459162904,0.4647274030078346,3.95824360573656,4,Intermediate,8,2
0.5998940566378486,0.9131996049905112,0.7844215793992937,0.5698646461954723,28.246816532288506,0.8540526973747238,1.3039467090062455,4,Advanced,5,4
0.735992455877504,0.9012381844123682,0.858338637209166,0.6452203694986582,39.76808631198208,0.7646121168663436,1.1472027496166302,2,Advanced,6,3
0.5195015683953207,0.7536148259761537,0.2934828213877601,0.0625786274748954,41.8645161595887,0.4017785927100042,2.443832745806908,2,Beginner,4,4
0.948720335065374,0.995680836723366,0.8561332177008939,0.8699740163190977,17.488114754971477,0.9191128009406244,0.0,1,Expert,4,3
0.9428105555514564,1.0,0.8838047728389826,0.9437859653642778,11.928121088055205,0.9422347376022034,0.0,1,Expert,5,2
1.0,0.9952962462791274,1.0,1.0,9.8164005745543,0.8412001537367305,0.0,1,Expert,3,2
0.3356760560867747,0.3568629722537773,0.0,0.125421264098022,30.22507608413337,0.2316708232494854,0.92033662009471,3,Beginner,0,3
0.9475343117845524,0.8737071508633664,0.8459445362445766,0.3209346973139447,34.08261409267324,0.7558117483410078,0.7655410444264295,3,Advanced,6,3
0.8815196855412543,0.9649674424720474,1.0,0.664480787603897,17.24153152488009,0.7812398176165911,0.5670683800292298,2,Expert,0,2
0.4917524556503053,0.773353816580233,0.3684920725466449,0.5496537007337106,44.83337087141477,0.4498818899929537,2.749022696873495,1,Intermediate,3,2
0.6405572340607131,1.0,0.5592415519284214,0.0851966727319543,20.780417500589436,0.5827932344458399,0.0,4,Intermediate,7,4
0.7327814838704876,0.9757392118481204,0.6579534406681662,0.2036779359854035,44.9274280083532,0.6429087984349876,0.4038529091563341,4,Advanced,1,4
0.8791416882033423,0.9951687915761174,0.8841503353875566,0.9017123072519576,23.130571107722847,0.9733253708083168,0.0006924456666401,1,Expert,6,3
0.7262316361594721,0.9414483939191134,0.6420030285610389,0.3133891675834367,19.69333110260907,0.8562995818620156,0.4768117584465929,4,Advanced,8,3
0.7574927078566226,1.0,0.6575212269125271,0.457487545598123,26.88710963411218,0.6355008074910581,1.5020339797491915,1,Advanced,7,3
0.3466378658125107,0.6289772369719797,0.5809787960710603,0.0080981777167011,51.3343352868804,0.4602693100866447,3.1470028711490743,3,Beginner,3,3
0.8295630845230141,1.0,0.8679423015395017,0.8503382477761581,16.464274060300095,1.0,0.0,4,Expert,8,2
0.93726809143665,1.0,1.0,0.764271391832545,3.0,0.8845702090762849,0.1602120574484803,2,Expert,7,2
0.5242870068934642,0.665366298887952,0.4816778126717774,0.2624552222208433,21.91463296939427,0.5946912095182364,2.4083932972673043,1,Intermediate,0,3
0.1455208564867549,0.4750444915805982,0.1663406668757178,0.0173289098196218,45.57871684471375,0.2532380503766329,4.574009415815111,1,Beginner,5,4
0.8091053475642475,1.0,0.6786795447542111,0.4331504045862632,12.57541512542591,0.6353770549284808,1.376473797156014,4,Advanced,6,4
0.8328711406128975,1.0,1.0,0.7136404420278345,25.25674453657999,0.6939968095132896,0.9032486524929736,1,Advanced,1,2
0.5620171494952092,0.7004339749124633,0.5674702622577134,0.0600161673965997,29.69032468579987,0.6567596998656686,1.9720095683780736,3,Intermediate,3,2
0.7456790173103985,0.9934088389863334,0.9082840900562384,0.6135102252469999,17.62443135932056,0.7229459798884785,0.2750602289739279,1,Advanced,4,3
0.3583257362159334,0.6240285889975613,0.4114360236199578,0.0,49.99605558927382,0.2961205728069215,3.4708623171863304,1,Beginner,8,3
1.0,0.943692520716378,0.9639824208785754,0.7618177792914571,9.733414696491952,0.9009396875773756,0.0,2,Expert,7,2
0.6649975832287705,0.8847008813606196,0.7914265516342874,0.5056818201121847,21.516156489376787,0.8672749375970631,0.0,4,Advanced,9,3
0.9867794834948388,0.9607322656943954,0.9163890095589724,0.7543958780671696,21.037943005023685,0.9791327998736348,0.0,1,Expert,5,2
0.6873919536427607,0.938065813846826,0.6940902879979909,0.5604522211194483,17.63735109857805,0.697726687823154,1.0942065752245491,2,Advanced,7,2
0.8344201190692885,1.0,0.7004217941350965,0.4860610038262036,6.780417704319198,0.8547722532313073,1.9455169803905987,3,Advanced,6,2
0.7695282098489704,0.8644765975213362,0.7347859607235891,0.7065279827239657,11.645431496401276,0.4610931390837654,0.5226208298313024,1,Advanced,1,3
0.4032575251259725,0.669505470904903,0.020392711411494,0.0683585372370885,56.033746386425605,0.3561579677559394,3.947972225642093,3,Beginner,7,4
0.4312881642430762,0.4567812274303767,0.3960841192326101,0.1058853076297204,46.52888831058986,0.1856514812958521,1.711190972136645,4,Beginner,3,3
0.7276710277946016,0.870202142019689,0.8714343272405648,0.6199317108523659,30.08375325017948,0.6155551590850702,0.5605575535511066,4,Advanced,3,3
0.7870487131628403,1.0,0.9636530978195184,0.7612307957632893,8.29282660472639,1.0,0.0,3,Expert,8,3
0.2510622541170512,0.6975889181737052,0.3614881256805163,0.0934523414644156,35.01735439066958,0.3348241984600079,3.175028713711092,2,Beginner,0,4
0.3929085937134418,0.9110742155796194,0.2293749105879118,0.1665766736364183,48.65548123280058,0.502759132335698,1.001062450038054,4,Intermediate,5,3
0.4935014010669357,0.9239326025674904,0.3757399961598481,0.0641952180977251,36.84895990578642,0.6454114686122308,2.7381603014898497,1,Intermediate,0,4
0.8909914033018708,0.9714246529571948,0.8424105581751248,1.0,10.181115042456389,0.9662748861126944,0.0,3,Expert,7,3
0.4515900783012084,0.5143584507717308,0.3720645534949315,0.135477724479123,48.49317030205753,0.3351601339048043,3.4055148589225888,3,Beginner,8,3
0.3513734526909759,0.6373180964701625,0.2566318567156297,0.0337668812163561,28.7635920391757,0.2773422183589606,1.88085261502123,3,Beginner,1,2
0.7911856278853012,1.0,0.8536904853442855,0.2616814229485801,17.26804883157123,0.7810941082861163,1.4387809281769002,3,Advanced,4,4
0.7178963658035306,0.9454348329091696,0.6242909419102898,0.2218445471515827,39.718757323817925,0.3707026467029938,2.357210353556612,3,Intermediate,10,3
0.4026791790485958,0.7241982265195588,0.2055143569697937,0.0553236652687363,34.538642650495845,0.4484375901892279,1.2325445653277016,3,Beginner,3,3
0.5405517049312747,0.914078513425264,0.5546702279417467,0.0727212536971038,22.416900262068896,0.3871945619521562,1.722132242549452,2,Intermediate,10,4
0.9222931388942076,0.964423893092652,0.9733067516592988,0.7765581945559219,20.248074043894498,0.8682920220927624,0.0247033538234916,2,Expert,7,3
0.4990351996176573,0.769514897460677,0.3421148765668935,0.0978677637659906,52.79490860019754,0.1353993488179434,4.051084735289379,4,Beginner,6,2
0.9443843649255322,1.0,1.0,0.8862786081164724,6.943827603031027,0.8957864104756817,0.7419045232173139,3,Expert,7,4
0.834409409998297,0.9916778924573152,0.7152066746958002,0.6107995187334712,29.711411236114667,0.9464318199286034,0.4957118007745693,1,Expert,5,2
0.124304188643113,0.5523140177057306,0.119949211551486,0.0595380688901913,36.428261712048936,0.2750763237075401,5.823262320306075,1,Beginner,8,4
0.31291731617645,0.5740693376334846,0.3946826023359,0.0474130305043827,52.96040907037099,0.2705993553232476,2.4867706639019294,4,Beginner,10,3
0.7385544989681692,0.975482538160314,0.769913730473327,0.4037952880917318,18.457263140156684,0.7606754279089337,0.2493620045525204,3,Advanced,3,3
0.5550961431082075,0.9276601296930564,0.8194510170270609,0.5748198745879611,23.58281904456168,0.6761091937142963,1.0911996018015355,3,Advanced,8,4
0.6850394367398336,0.9562918027610416,0.7508641336985159,0.3003373159514587,21.6743681852164,0.7607511147906221,0.3753275732262566,4,Advanced,0,2
0.7655464244369143,0.9749511300358872,0.997141780262382,0.5636750861070491,31.439926785312352,0.8063130284304385,0.0,3,Advanced,7,3
0.4289465612519815,1.0,0.2179293162864264,0.0,51.41694597370699,0.3658486544083342,2.209926912080688,1,Beginner,3,2
1.0,1.0,0.9263523052156576,0.8121681131904052,12.385035971592249,0.8661622762988037,0.1928193362645845,3,Expert,2,2
0.7548924824680157,0.9362345393818972,0.8440573252263447,0.4438853763971806,33.67876100065112,0.5296252026537359,0.1208968967440056,3,Advanced,9,2
0.8197957614870339,1.0,0.9180438545002716,0.989599209370424,25.14906835687552,0.8383278750669413,0.0,4,Expert,0,2
0.6778822209664057,0.9037433854227336,0.8458293927915721,0.1716131455147412,71.38114898132761,0.4658705876955169,1.7551933517560163,2,Intermediate,5,3
0.7565771675187661,0.9585169385403394,0.9121618475475596,0.5707653625665363,29.61146391359836,0.758435002080867,0.3682442350956487,4,Advanced,6,2
0.8090882073491636,0.8947007525330389,0.7949698421390274,0.5121418218922151,33.461252459056055,0.9407402403387076,0.7719861768954508,3,Advanced,1,3
0.6002198889460462,0.8365972779190635,0.458764040599407,0.0835288387777454,67.06116055708023,0.4604784124731447,0.0430145792187321,3,Intermediate,6,3
0.6582917447789693,0.9802762602612156,0.76851462431478,0.4695183487361542,37.72238861772098,0.6301573351956052,0.5639056405228181,2,Advanced,6,4
0.5412138011219415,0.8881271390080976,0.4276260028023351,0.0554337219148417,50.195654686032384,0.7058513514299778,0.5088936844126496,3,Intermediate,6,3
1.0,0.977538018585526,1.0,0.6821759944144582,19.802629371913625,0.8973346262927532,0.2984475201772518,3,Expert,7,2
0.2864873231960128,0.6109912971878544,0.2556284848509397,0.0427303256299229,44.53751228873723,0.2678437335442328,0.8370318965399806,4,Beginner,1,2
0.7164960977264682,0.9240577343359412,0.8557339948994506,0.6830639251552744,34.910666908315,0.6188625273338867,1.1989275332360996,1,Advanced,8,3
0.6855992313777984,1.0,1.0,1.0,17.85977401374258,0.7765892158401687,0.0,4,Expert,8,2
0.8395780511037257,0.9795626471024136,0.8206437364136563,0.5952083984524218,18.079138433716302,0.6907052673896857,0.4859338161369422,3,Advanced,1,3
0.7928747787453546,1.0,0.7588093085795761,0.6405225961866399,25.497406654445985,0.612872134891439,0.3194335347312553,1,Advanced,1,3
0.986544021382766,1.0,0.8839234538783907,0.8091026174240986,3.087183742782848,0.8879274406817543,0.0,3,Expert,3,3
0.477662183928123,0.4287092660786393,0.2509508593543402,0.2578138981276666,48.34619613937912,0.5149821759909259,3.137280267259812,1,Beginner,5,3
0.5319642376070404,0.5608650265498725,0.3759883907699197,0.0689564310975396,43.42562765999741,0.5045775487399035,2.6450117630221497,2,Beginner,10,4
0.5515016511305837,0.938835752483465,0.6685113324208347,0.0,17.78933351050876,0.3866688921889207,0.443734591709332,2,Intermediate,8,4
0.3110885415135163,0.9837011601158098,1.0,0.1407366344984372,40.193876756455126,0.3873653243248886,1.1565992615373892,1,Advanced,9,4
0.5940464232017066,0.985818414710498,0.7234511945348535,0.3148013804204428,17.939271835550446,0.3956481320724975,0.4961118639886472,4,Intermediate,1,4
0.4686263890958378,0.6060384753000694,0.0570409997374454,0.0,23.592953967206384,0.0348566830590928,3.1642280391706312,2,Beginner,4,4
0.8032085573900206,1.0,0.9196656965269874,0.7080478534943612,14.904299221556544,0.8322209868538929,0.5951107503457131,1,Expert,7,2
0.5758412551946499,0.9000813133546111,0.4559018611124682,0.4198490252518022,31.787470075430303,0.4349859522827736,1.9823862373324523,4,Intermediate,3,4
0.3608891076502607,0.8677977591337092,0.303597913406594,0.1270368458599558,34.13083422723413,0.1719361166118882,3.689558932522481,4,Beginner,8,2
0.4645535000580444,0.9064917281272912,0.6535137122763094,0.0,23.226807590381423,0.3915146471088741,1.1426949397331845,1,Intermediate,8,2
0.9205324610179856,0.9706933559083768,0.9561383476498814,0.7092631560526227,19.01893843718584,0.9907170052934848,0.0495423864319142,2,Expert,0,3
0.5212274784527691,0.9786842262645504,0.2635355641380579,0.0080754806129153,22.61561305806107,0.490502021043356,1.1342832143537906,2,Intermediate,9,4
0.8703676315702437,0.9894579019598356,1.0,0.6643912272752688,13.53622393163046,1.0,0.2263039907381657,2,Expert,1,2
0.8592871618092712,0.9891802547148648,0.9703356167377944,0.6095628343244819,26.67651464726702,0.8687006474505635,0.4363727019425029,2,Advanced,7,3
0.8444322352118264,0.93678171532433,0.7656423911855823,0.2386930255222282,32.81740228047817,0.7789265525770542,1.4001981552747984,2,Advanced,0,3
0.3611369283356938,0.7634301819118234,0.742200078469678,0.2112165183703267,40.41304740444586,0.4607868189240444,0.8405023038267304,3,Intermediate,10,3
0.4827412417780599,0.9602469661826788,0.7941216214326858,0.7674870008327266,34.646793941636176,0.5839569977343839,1.3694970330393064,4,Advanced,4,3
0.985921590776606,1.0,0.9091909575274696,0.9113611445641424,24.944543187566754,0.8730102983605467,0.0,1,Expert,1,4
0.867348125174773,0.976045788016901,0.8800166988675202,0.7692782259507014,9.875466704756109,1.0,0.2479849700182375,4,Expert,4,3
0.7528255371510045,0.9348032661739928,0.7606228601424008,0.4085382213651763,8.541988279109862,0.765947411419403,0.6620827776948244,1,Advanced,1,3
0.8393818353557584,0.9168573888931648,0.7848515591272083,0.5018516109207456,33.64585195527656,0.7080185551354276,1.7658093661456054,1,Advanced,0,3
0.2760589898990571,0.472377056642596,0.0883625128594431,0.0260277548755707,26.750944270658927,0.350256355130612,3.077547482142922,2,Beginner,2,3
0.0377734021937973,0.6308115790441889,0.1782875413369263,0.1546597285503928,37.597976862691866,0.3989226321377844,2.4046292381433125,2,Beginner,0,2
0.3006034013340549,0.8043963959705012,0.093912092123135,0.0,69.16405492517842,0.6823991928910504,2.3920961018260023,3,Beginner,2,2
0.892842703498002,1.0,0.8209763024430057,0.6776634305800425,16.72262333742015,0.8643611845261385,0.6509271122240268,1,Expert,1,4
0.9125028288626348,1.0,0.8500832919901695,0.7690714416859582,15.8673209230149,0.8388949213275222,0.0,4,Expert,8,4
0.9244690564042444,0.986140209929372,0.9239980779765276,0.618795944746235,19.98045587751035,0.8835350267967669,0.0,4,Expert,9,3
0.7596057139117443,0.9017271661044068,0.6006809733191574,0.6474931017556631,20.255854046341558,0.6195559616131331,0.0,2,Advanced,9,2
